ID,Recency,Recency_Level,Frequency,Frequency_Level,Monetary_Value,Monetary_Value_Level,Observation_Period,Churn
2182,31,Low,29,Low,2263.91,Medium,1193,0
2183,38,Low,57,Medium,11836.07,High,2374,0
2184,33,Low,34,Low,9470.37,Medium,1730,0
2185,34,Low,26,Low,4359.44,Medium,2357,0
2186,53,Medium,47,Low,4863.03,Medium,2251,0
2187,98,Medium,31,Low,2765.08,Medium,1657,0
2188,147,High,35,Low,7904.92,Medium,1827,0
2189,33,Low,24,Low,5951.79,Medium,185,0
2190,35,Low,29,Low,4118.87,Medium,2197,0
2191,45,Low,27,Low,3488.23,Medium,1578,0
2192,35,Low,85,Medium,35215.55,High,2395,0
2193,35,Low,22,Low,11442.66,High,929,0
2194,55,Medium,32,Low,5342.15,Medium,2276,0
2195,158,High,28,Low,2149.64,Medium,1619,0
2196,94,Medium,33,Low,2990.81,Medium,1978,0
2197,48,Low,21,Low,1877.59,Medium,746,0
2198,51,Medium,27,Low,2282.21,Medium,1244,0
2199,31,Low,118,High,25378.21,High,2409,0
2200,36,Low,109,High,38002.14,High,2362,0
2201,47,Low,31,Low,6297.56,Medium,2191,0
2202,202,High,22,Low,1519.36,Medium,1507,1
2203,57,Medium,18,Low,1488.18,Medium,1234,1
2204,32,Low,30,Low,2922.8,Medium,2179,0
2205,170,High,16,Low,1172.17,Medium,469,0
2206,141,High,20,Low,1625.51,Medium,1576,1
2207,141,High,25,Low,1422.66,Medium,984,0
2208,41,Low,42,Low,4078.53,Medium,826,0
2209,52,Medium,28,Low,3378.83,Medium,2086,0
2210,47,Low,48,Low,6073.62,Medium,2296,0
2211,59,Medium,33,Low,29919.9,High,858,0
2212,59,Medium,33,Low,3599.45,Medium,1190,0
2213,68,Medium,18,Low,1761.31,Medium,895,0
2214,34,Low,45,Low,8573.98,Medium,2386,0
2215,40,Low,23,Low,4767.46,Medium,75,0
2216,340,High,24,Low,1309.4,Medium,493,1
2217,425,High,23,Low,2481.2,Medium,452,1
2218,66,Medium,51,Medium,21802.97,High,2245,1
2219,43,Low,31,Low,9083.35,Medium,2217,0
2220,42,Low,57,Medium,16358.16,High,2350,0
2221,263,High,19,Low,509.18,Low,849,1
2222,31,Low,25,Low,3199.45,Medium,2300,0
2223,37,Low,88,Medium,38446.06,High,2394,0
2224,58,Medium,39,Low,7022.03,Medium,2246,0
2225,201,High,17,Low,681.78,Low,1184,1
2226,49,Low,55,Medium,11229.79,High,2339,0
2227,73,Medium,46,Low,4486.72,Medium,2192,0
2228,37,Low,46,Low,5122.53,Medium,2389,0
2229,96,Medium,31,Low,5298.89,Medium,2038,0
2230,45,Low,55,Medium,11347.3,High,2355,0
2231,49,Low,22,Low,863.99,Low,236,0
2232,35,Low,116,High,51305.79,High,2396,0
2233,63,Medium,15,Low,704.19,Low,61,0
2234,171,High,27,Low,3570.12,Medium,1359,0
2235,149,High,21,Low,2001.86,Medium,724,0
2236,33,Low,75,Medium,14467.85,High,2417,0
2237,146,High,90,Medium,32420.58,High,1850,1
2238,141,High,37,Low,8724.1,Medium,1393,1
2239,174,High,20,Low,582.34,Low,1180,1
2240,96,Medium,30,Low,4077.52,Medium,2070,0
2241,48,Low,50,Low,8873.87,Medium,2336,0
2242,41,Low,101,High,74947.51,High,2337,0
2243,42,Low,37,Low,2392.03,Medium,2350,0
2244,50,Low,32,Low,15881.09,High,2271,0
2245,32,Low,112,High,85136.82,High,1165,0
2246,37,Low,97,Medium,37574.03,High,2309,0
2247,54,Medium,48,Low,5487.95,Medium,2256,0
2248,72,Medium,31,Low,2493.85,Medium,2100,1
2249,510,High,19,Low,2216.7,Medium,22,0
2250,66,Medium,52,Medium,15194.47,High,2249,0
2251,43,Low,38,Low,3310.2,Medium,2321,0
2252,124,High,54,Medium,14721.05,High,1901,0
2253,34,Low,98,Medium,86002.95,High,2393,0
2254,267,High,22,Low,5897.56,Medium,1225,1
2255,36,Low,27,Low,1477.14,Medium,2285,0
2256,66,Medium,18,Low,1440.85,Medium,682,0
2257,128,High,18,Low,865.19,Low,1347,1
2258,56,Medium,80,Medium,5060.253,Medium,2222,0
2259,313,High,33,Low,9117.28,Medium,1003,1
2260,32,Low,860,High,55991.88763,High,2427,0
2261,67,Medium,46,Low,6230.72,Medium,1737,0
2262,36,Low,53,Medium,6134.6,Medium,2381,0
2263,32,Low,126,High,37185.99,High,2406,0
2264,285,High,24,Low,2313,Medium,931,0
2265,45,Low,56,Medium,12140.73,High,2364,0
2266,49,Low,44,Low,8871.89,Medium,2255,0
2267,33,Low,58,Medium,16164.07,High,2413,0
2268,33,Low,24,Low,3384.91,Medium,2396,0
2269,46,Low,170,High,5752.837,Medium,1962,0
2270,56,Medium,25,Low,5575.81,Medium,1169,0
2271,59,Medium,34,Low,3733.46,Medium,1836,0
2272,133,High,41,Low,4978.35,Medium,1837,0
2273,256,High,28,Low,3984.37,Medium,1286,1
2274,50,Low,62,Medium,27206.88,High,2313,0
2275,41,Low,20,Low,768.08,Low,492,0
2276,42,Low,89,Medium,68895.95,High,2356,0
2277,45,Low,50,Low,13802.13,High,2363,0
2278,45,Low,32,Low,5648.23,Medium,2312,0
2279,39,Low,17,Low,2684.45,Medium,297,1
2280,33,Low,72,Medium,49171.61,High,1481,0
2281,35,Low,63,Medium,13887.98,High,2322,0
2282,445,High,23,Low,1109.56,Medium,193,1
2283,41,Low,51,Medium,20818.48,High,2362,0
2284,182,High,37,Low,19801.27,High,1635,1
2285,43,Low,57,Medium,74698.19,High,941,0
2286,97,Medium,20,Low,2330.51,Medium,2025,0
2287,48,Low,31,Low,2937.3,Medium,2274,0
2288,46,Low,39,Low,10560.84,High,2332,0
2289,224,High,14,Low,624.05,Low,336,1
2290,248,High,17,Low,404.3,Low,1,1
2291,42,Low,28,Low,3287.21,Medium,765,0
2292,32,Low,57,Medium,13255.19,High,1793,0
2293,85,Medium,25,Low,2886,Medium,2138,0
2294,37,Low,56,Medium,48177.2,High,2394,0
2295,274,High,14,Low,275,Low,1,1
2296,145,High,32,Low,6050.72,Medium,985,0
2297,38,Low,32,Low,7577.1,Medium,2102,0
2298,478,High,20,Low,509.49,Low,60,1
2299,105,High,16,Low,859.69,Low,1,0
2300,35,Low,36,Low,4444.27,Medium,1045,0
2301,65,Medium,52,Medium,13240.28,High,2191,0
2302,104,High,26,Low,1857.56,Medium,458,1
2303,37,Low,33,Low,4261.34,Medium,1660,0
2304,142,High,30,Low,2359.9,Medium,1814,0
2305,66,Medium,26,Low,3538.76,Medium,1200,0
2306,35,Low,31,Low,5742.13,Medium,1022,0
2307,48,Low,41,Low,8995.71,Medium,2333,0
2308,85,Medium,25,Low,1623.55,Medium,1132,0
2309,44,Low,24,Low,4712.56,Medium,2273,0
2310,30,Low,21,Low,2738.99,Medium,2335,0
2311,212,High,15,Low,1024.37,Medium,1101,1
2312,91,Medium,34,Low,4404.18,Medium,2118,0
2313,31,Low,44,Low,6453.27,Medium,2337,0
2314,56,Medium,42,Low,9271.06,Medium,2275,0
2315,41,Low,28,Low,4429.49,Medium,2339,0
2316,32,Low,16,Low,507.23,Low,1,0
2317,89,Medium,23,Low,1969.41,Medium,468,1
2318,32,Low,30,Low,3593.87,Medium,2177,0
2319,285,High,13,Low,1137.19,Medium,313,1
2320,36,Low,53,Medium,10176.54,High,2383,0
2321,152,High,18,Low,1454.31,Medium,943,1
2322,70,Medium,45,Low,6288.58,Medium,2186,0
2323,46,Low,37,Low,5985.56,Medium,2346,0
2324,96,Medium,28,Low,2469.31,Medium,2109,0
2325,47,Low,45,Low,4901.5,Medium,1543,0
2326,71,Medium,36,Low,6919.48,Medium,1845,0
2327,34,Low,32,Low,4988.2,Medium,1180,0
2328,54,Medium,39,Low,4051.72,Medium,2251,0
2329,259,High,19,Low,1150.85,Medium,283,0
2330,38,Low,49,Low,17652.17,High,2369,0
2331,35,Low,33,Low,6481.22,Medium,2355,0
2332,323,High,19,Low,7149.97,Medium,196,0
2333,141,High,14,Low,500.32,Low,12,0
2334,34,Low,89,Medium,29134.05,High,2402,0
2335,115,High,19,Low,325.36,Low,1,0
2336,34,Low,22,Low,1089.63,Medium,122,0
2337,37,Low,48,Low,43858.95,High,1929,0
2338,57,Medium,33,Low,2664.38,Medium,2254,0
2339,304,High,27,Low,1952.35,Medium,1047,1
2340,64,Medium,26,Low,1566.08,Medium,525,0
2341,36,Low,48,Low,12584.89,High,2399,0
2342,340,High,15,Low,1588.62,Medium,578,0
2343,33,Low,111,High,59421.06,High,2406,0
2344,44,Low,71,Medium,33150.12,High,2024,0
2345,36,Low,23,Low,898.92,Low,1196,0
2346,48,Low,19,Low,1361.8,Medium,539,0
2347,33,Low,50,Low,8031.43,Medium,1337,0
2348,38,Low,55,Medium,12058.81,High,2278,0
2349,52,Medium,57,Medium,11789.52,High,2307,0
2350,30,Low,36,Low,4033.52,Medium,2396,0
2351,35,Low,92,Medium,40078.55,High,2409,0
2352,245,High,25,Low,2176.08,Medium,959,1
2353,37,Low,150,High,46551.08,High,1591,0
2354,246,High,26,Low,1787.9,Medium,1256,1
2355,238,High,17,Low,710.84,Low,1,1
2356,35,Low,63,Medium,9579.26,Medium,2391,0
2357,194,High,18,Low,1033,Medium,1584,1
2358,173,High,34,Low,8369.77,Medium,1475,0
2359,47,Low,41,Low,9214.31,Medium,2284,0
2360,176,High,21,Low,2126.42,Medium,1470,0
2361,150,High,16,Low,1296.69,Medium,1593,1
2362,461,High,13,Low,528,Low,33,1
2363,45,Low,33,Low,2395.24,Medium,2337,0
2364,79,Medium,21,Low,396.94,Low,5,0
2365,33,Low,85,Medium,65043.06,High,2414,0
2366,163,High,20,Low,1042.89,Medium,1724,1
2367,34,Low,133,High,35542.76,High,2401,0
2368,33,Low,51,Medium,43583.77,High,2409,0
2369,37,Low,34,Low,3637.24,Medium,2244,0
2370,96,Medium,26,Low,4769.85,Medium,1994,0
2371,284,High,14,Low,606.45,Low,1,1
2372,49,Low,59,Medium,14366.48,High,2314,0
2373,65,Medium,47,Low,16836,High,1445,0
2374,73,Medium,38,Low,7045.22,Medium,1942,0
2375,126,High,17,Low,1146.32,Medium,1748,0
2376,32,Low,52,Medium,29385.32,High,2376,0
2377,40,Low,20,Low,1845.04,Medium,1957,0
2378,163,High,16,Low,1275.49,Medium,320,1
2379,51,Medium,66,Medium,15322.44,High,2303,0
2380,33,Low,47,Low,5834.43,Medium,2193,0
2381,57,Medium,20,Low,168.43,Low,213,1
2382,71,Medium,47,Low,7872.28,Medium,2231,0
2383,102,High,19,Low,1243.2,Medium,249,0
2384,35,Low,21,Low,335.43,Low,1,0
2385,202,High,17,Low,966.42,Low,1188,0
2386,378,High,22,Low,625.69,Low,83,1
2387,196,High,32,Low,21225.96,High,1488,1
2388,306,High,24,Low,602.37,Low,853,1
2389,52,Medium,25,Low,2515.25,Medium,1984,0
2390,47,Low,52,Medium,8930.51,Medium,2006,0
2391,34,Low,52,Medium,14720.76,High,1114,0
2392,42,Low,22,Low,1796.37,Medium,846,0
2393,38,Low,67,Medium,12166.38,High,2393,0
2394,33,Low,102,High,42805.09,High,2386,0
2395,37,Low,33,Low,7060.67,Medium,2261,1
2396,61,Medium,54,Medium,7103.29,Medium,2275,0
2397,382,High,15,Low,197.37,Low,1,1
2398,46,Low,34,Low,6298.27,Medium,2266,0
2399,47,Low,42,Low,5622.48,Medium,2029,0
2400,37,Low,27,Low,2760.6,Medium,2331,0
2401,422,High,17,Low,339.1,Low,1,1
2402,43,Low,48,Low,21880.37,High,2241,0
2403,50,Low,23,Low,2335.03,Medium,1084,0
2404,222,High,23,Low,1970.93,Medium,1281,1
2405,59,Medium,44,Low,5936.84,Medium,2271,0
2406,46,Low,30,Low,2856.83,Medium,662,0
2407,42,Low,57,Medium,11578.25,High,1708,0
2408,31,Low,66,Medium,78151.82,High,2364,0
2409,44,Low,29,Low,7003.75,Medium,594,0
2410,68,Medium,162,High,6703.522,Medium,2237,1
2411,203,High,30,Low,3172.17,Medium,1511,1
2412,31,Low,40,Low,4618.2,Medium,2358,0
2413,34,Low,43,Low,8007.49,Medium,2324,0
2414,51,Medium,24,Low,742.57,Low,2112,0
2415,33,Low,52,Medium,5970.09,Medium,2422,0
2416,55,Medium,19,Low,2721.62,Medium,876,0
2417,41,Low,15,Low,3611.39,Medium,109,0
2418,184,High,12,Low,287.21,Low,1,1
2419,76,Medium,19,Low,1638.79,Medium,1364,0
2420,272,High,12,Low,251.48,Low,1,1
2421,33,Low,54,Medium,14906.53,High,1913,0
2422,68,Medium,52,Medium,7773.11,Medium,2202,1
2423,32,Low,42,Low,47945.8,High,1625,0
2424,65,Medium,29,Low,9205.95,Medium,1004,0
2425,33,Low,28,Low,8744.17,Medium,1645,0
2426,37,Low,23,Low,1955.37,Medium,2395,0
2427,69,Medium,19,Low,1049.61,Medium,230,0
2428,63,Medium,29,Low,3308.09,Medium,2252,0
2429,86,Medium,18,Low,1587.15,Medium,1800,0
2430,36,Low,57,Medium,14114.51,High,2392,0
2431,285,High,32,Low,11297,High,1012,1
2432,49,Low,39,Low,5893.23,Medium,1369,0
2433,39,Low,30,Low,4212.99,Medium,1631,0
2434,37,Low,43,Low,14383,High,875,0
2435,39,Low,33,Low,2972.4,Medium,2373,0
2436,32,Low,68,Medium,15193.29,High,2426,0
2437,248,High,16,Low,914.28,Low,856,1
2438,36,Low,37,Low,25693.24,High,1280,0
2439,344,High,37,Low,8836.08,Medium,858,1
2440,49,Low,24,Low,3507.31,Medium,2043,0
2441,45,Low,32,Low,3924.69,Medium,2331,0
2442,119,High,19,Low,837,Low,694,0
2443,47,Low,108,High,53646.51,High,2331,0
2444,192,High,23,Low,2784.57,Medium,1394,1
2445,231,High,29,Low,2721.66,Medium,1414,1
2446,69,Medium,16,Low,1213.29,Medium,1446,0
2447,152,High,49,Low,11097.63,High,1820,1
2448,46,Low,24,Low,872.72,Low,807,0
2449,35,Low,51,Medium,24818.95,High,1245,0
2450,391,High,15,Low,337.54,Low,1,0
2451,45,Low,27,Low,4842.28,Medium,1007,0
2452,79,Medium,20,Low,499.05,Low,1,0
2453,47,Low,15,Low,673.15,Low,82,1
2454,31,Low,90,Medium,23167.67,High,2361,0
2455,47,Low,13,Low,436.37,Low,1,0
2456,231,High,19,Low,209.35,Low,283,0
2457,79,Medium,31,Low,2837.19,Medium,2171,0
2458,47,Low,37,Low,4862.22,Medium,2224,0
2459,37,Low,27,Low,4429.18,Medium,1213,0
2460,50,Low,43,Low,8496.08,Medium,1003,0
2461,317,High,19,Low,271.17,Low,1,1
2462,118,High,26,Low,2934.92,Medium,1863,0
2463,54,Medium,44,Low,7128.77,Medium,2300,0
2464,35,Low,18,Low,2344.97,Medium,572,0
2465,95,Medium,22,Low,1618.15,Medium,2082,0
2466,56,Medium,19,Low,579.08,Low,96,0
2467,166,High,39,Low,3688.53,Medium,1756,1
2468,149,High,28,Low,2009.39,Medium,1356,0
2469,44,Low,42,Low,5103.84,Medium,2346,0
2470,38,Low,48,Low,5767.14,Medium,1768,0
2471,66,Medium,35,Low,2477.9,Medium,2254,0
2472,71,Medium,48,Low,29226.18,High,2208,1
2473,151,High,26,Low,5287.35,Medium,950,0
2474,411,High,18,Low,511.87,Low,1,1
2475,58,Medium,39,Low,2274.23,Medium,1922,0
2476,79,Medium,18,Low,593.41,Low,244,0
2477,38,Low,21,Low,2076.02,Medium,813,0
2478,42,Low,47,Low,7858.44,Medium,2277,0
2479,212,High,20,Low,619,Low,1,0
2480,46,Low,31,Low,9659.62,Medium,1957,0
2481,222,High,20,Low,1316.32,Medium,1,1
2482,80,Medium,21,Low,1857.02,Medium,867,0
2483,33,Low,173,High,10085.63833,High,920,0
2484,47,Low,55,Medium,21150.99,High,2274,0
2485,51,Medium,22,Low,1868.71,Medium,878,0
2486,38,Low,54,Medium,12547.75,High,1953,0
2487,39,Low,69,Medium,11023.12,High,2382,0
2488,97,Medium,21,Low,1290.66,Medium,2020,1
2489,157,High,35,Low,9829.58,Medium,1387,1
2490,45,Low,58,Medium,10071.75,High,2361,0
2491,231,High,18,Low,533.24,Low,1,1
2492,104,High,33,Low,5863.85,Medium,2030,0
2493,33,Low,30,Low,4423.27,Medium,2395,0
2494,434,High,21,Low,275.7,Low,164,1
2495,39,Low,52,Medium,12878.38,High,2294,0
2496,55,Medium,39,Low,11139,High,2297,0
2497,47,Low,54,Medium,23648.54,High,2324,0
2498,37,Low,85,Medium,50837.96,High,2370,0
2499,72,Medium,47,Low,3493.29,Medium,2210,0
2500,115,High,21,Low,781.34,Low,1973,0
2501,40,Low,46,Low,9350.63,Medium,1738,0
2502,42,Low,38,Low,19594.19,High,2342,0
2503,36,Low,54,Medium,8462.96,Medium,2380,0
2504,43,Low,35,Low,9250.18,Medium,1446,0
2505,38,Low,84,Medium,58195.46,High,2400,0
2506,426,High,22,Low,791.6,Low,306,1
2507,33,Low,19,Low,1846.06,Medium,2366,0
2508,80,Medium,39,Low,3044.18,Medium,2175,1
2509,35,Low,24,Low,3214.75,Medium,400,0
2510,202,High,23,Low,4158.26,Medium,1570,0
2511,85,Medium,15,Low,1040.56,Medium,1384,0
2512,46,Low,34,Low,18618.34,High,2333,0
2513,224,High,29,Low,2715.62,Medium,1457,1
2514,32,Low,37,Low,8015.61,Medium,804,0
2515,150,High,47,Low,20230.66,High,1761,0
2516,148,High,35,Low,5564.48,Medium,1837,1
2517,89,Medium,28,Low,3557.42,Medium,2015,0
2518,363,High,18,Low,492,Low,1,1
2519,32,Low,73,Medium,26332.39,High,2278,0
2520,153,High,28,Low,3452.19,Medium,1806,0
2521,72,Medium,26,Low,2986.9,Medium,605,0
2522,43,Low,47,Low,9551.92,Medium,2369,0
2523,35,Low,55,Medium,47240.25,High,970,0
2524,34,Low,54,Medium,16894.1,High,2037,0
2525,34,Low,41,Low,5014.62,Medium,2419,0
2526,94,Medium,34,Low,4890.14,Medium,2039,0
2527,293,High,26,Low,2800.26,Medium,1122,1
2528,175,High,28,Low,2877.83,Medium,1389,1
2529,33,Low,46,Low,8007.16,Medium,2406,0
2530,238,High,117,High,9861.603,Medium,1116,1
2531,65,Medium,43,Low,4167.68,Medium,2216,0
2532,43,Low,41,Low,6180.96,Medium,2340,0
2533,44,Low,32,Low,12291.55,High,2337,0
2534,84,Medium,14,Low,417.87,Low,49,0
2535,192,High,69,Medium,18947.61,High,1583,1
2536,55,Medium,19,Low,3325.9,Medium,1194,0
2537,152,High,26,Low,17262.26,High,773,0
2538,32,Low,76,Medium,46776.31,High,2405,0
2539,82,Medium,27,Low,7670.55,Medium,2031,0
2540,177,High,33,Low,10796.67,High,1647,1
2541,37,Low,104,High,30070.27,High,2395,0
2542,456,High,19,Low,1058.73,Medium,131,0
2543,54,Medium,31,Low,4464.83,Medium,2322,0
2544,98,Medium,26,Low,2902.47,Medium,995,0
2545,259,High,21,Low,211.75,Low,1,1
2546,46,Low,18,Low,384.02,Low,1,1
2547,75,Medium,19,Low,1911.71,Medium,489,0
2548,43,Low,51,Medium,5978.87,Medium,2378,0
2549,122,High,39,Low,5961.72,Medium,1826,1
2550,50,Low,23,Low,13813.69,High,348,0
2551,37,Low,46,Low,7260.82,Medium,2388,0
2552,46,Low,35,Low,3698.71,Medium,2217,0
2553,56,Medium,33,Low,5024.48,Medium,1568,0
2554,38,Low,21,Low,850,Low,113,0
2555,53,Medium,56,Medium,24007.74,High,2275,1
2556,36,Low,33,Low,3794.18,Medium,2024,0
2557,60,Medium,37,Low,8265.83,Medium,2263,0
2558,157,High,43,Low,10112.89,High,1746,1
2559,169,High,16,Low,638.56,Low,525,0
2560,32,Low,20,Low,377.84,Low,809,0
2561,49,Low,51,Medium,8315.17,Medium,2325,0
2562,43,Low,36,Low,4183.34,Medium,2356,0
2563,42,Low,29,Low,3775.77,Medium,764,0
2564,146,High,51,Medium,8813.04,Medium,1837,1
2565,37,Low,47,Low,9493.34,Medium,2378,0
2566,45,Low,23,Low,2054.54,Medium,2037,0
2567,146,High,39,Low,5732.81,Medium,1836,1
2568,224,High,29,Low,1824.78,Medium,1208,1
2569,35,Low,38,Low,7681.92,Medium,2371,0
2570,89,Medium,20,Low,2923.49,Medium,484,0
2571,48,Low,42,Low,14160.02,High,1744,0
2572,94,Medium,23,Low,1608.7,Medium,608,0
2573,63,Medium,63,Medium,28269.1,High,2263,0
2574,45,Low,20,Low,2917.99,Medium,1096,0
2575,34,Low,39,Low,4622.34,Medium,2362,0
2576,35,Low,71,Medium,6211.4485,Medium,2409,0
2577,336,High,16,Low,1181,Medium,100,1
2578,226,High,15,Low,458.63,Low,746,1
2579,413,High,20,Low,5128.3,Medium,439,1
2580,32,Low,23,Low,3647.42,Medium,2105,0
2581,447,High,19,Low,562.82,Low,329,1
2582,144,High,26,Low,1705.85,Medium,1756,1
2583,308,High,17,Low,219.46,Low,1,1
2584,190,High,17,Low,1090.58,Medium,1260,0
2585,91,Medium,25,Low,10201.51,High,2021,0
2586,283,High,19,Low,410.32,Low,989,1
2587,316,High,27,Low,5415.46,Medium,992,1
2588,34,Low,16,Low,979.39,Low,839,0
2589,100,Medium,13,Low,373.37,Low,1,0
2590,207,High,157,High,49571.14,High,1557,1
2591,35,Low,24,Low,5716.79,Medium,568,0
2592,326,High,20,Low,632.56,Low,1,1
2593,59,Medium,16,Low,729.27,Low,230,0
2594,57,Medium,26,Low,4491.48,Medium,1908,0
2595,428,High,14,Low,856.61,Low,241,1
2596,39,Low,26,Low,3029.05,Medium,1483,0
2597,43,Low,73,Medium,26361.39,High,2347,0
2598,75,Medium,29,Low,1988.33,Medium,1577,0
2599,32,Low,36,Low,6507.24,Medium,2252,0
2600,37,Low,29,Low,3037.33,Medium,1074,0
2601,184,High,19,Low,6661.63,Medium,1645,1
2602,52,Medium,40,Low,9337.18,Medium,2286,0
2603,34,Low,33,Low,3144.59,Medium,2386,0
2604,36,Low,48,Low,10952.87,High,2370,0
2605,39,Low,28,Low,5700.04,Medium,1360,0
2606,36,Low,68,Medium,19746.88,High,2198,0
2607,317,High,39,Low,5591.72,Medium,945,1
2608,54,Medium,25,Low,1114.4,Medium,167,0
2609,383,High,22,Low,844.07,Low,543,1
2610,39,Low,34,Low,6980.35,Medium,2366,0
2611,74,Medium,29,Low,3573.43,Medium,2195,0
2612,48,Low,41,Low,12290.09,High,2331,0
2613,213,High,16,Low,756.83,Low,409,1
2614,33,Low,89,Medium,18809.82,High,2338,0
2615,387,High,23,Low,1517.06,Medium,635,1
2616,206,High,21,Low,381.81,Low,1,1
2617,97,Medium,24,Low,2109.91,Medium,2040,0
2618,50,Low,26,Low,1784.24,Medium,836,1
2619,100,Medium,18,Low,448.5,Low,239,0
2620,44,Low,92,Medium,28131.91,High,2332,0
2621,51,Medium,60,Medium,13568.56,High,2236,0
2622,78,Medium,89,Medium,20250.47,High,2179,0
2623,46,Low,53,Medium,37842.38,High,2246,0
2624,266,High,18,Low,1941.13,Medium,940,1
2625,54,Medium,44,Low,4191.78,Medium,2298,0
2626,100,Medium,36,Low,2690.9,Medium,2092,0
2627,40,Low,34,Low,2929.92,Medium,2391,0
2628,496,High,18,Low,396.32,Low,1,1
2629,64,Medium,38,Low,3742.65,Medium,2092,0
2630,97,Medium,42,Low,23367.09,High,2041,0
2631,33,Low,24,Low,5401.77,Medium,2281,0
2632,59,Medium,28,Low,2093.19,Medium,1038,0
2633,35,Low,67,Medium,68376.98,High,2376,0
2634,40,Low,61,Medium,10642.66,High,2370,0
2635,54,Medium,19,Low,2009.32,Medium,580,0
2636,58,Medium,60,Medium,13376.5,High,2286,0
2637,70,Medium,69,Medium,23415.74,High,2213,0
2638,133,High,25,Low,1629.75,Medium,1094,0
2639,73,Medium,31,Low,4250.58,Medium,1027,0
2640,43,Low,36,Low,6779.66,Medium,2311,0
2641,51,Medium,35,Low,6540.06,Medium,2309,0
2642,60,Medium,38,Low,8986.89,Medium,2245,0
2643,181,High,25,Low,1897.58,Medium,1181,1
2644,32,Low,32,Low,13344.37,High,856,0
2645,31,Low,47,Low,26468.84,High,2367,0
2646,93,Medium,28,Low,1489.39,Medium,1997,1
2647,33,Low,45,Low,16640.78,High,2399,0
2648,68,Medium,26,Low,848.57,Low,2210,0
2649,414,High,18,Low,294.56,Low,1,1
2650,42,Low,81,Medium,28637.64,High,2258,1
2651,47,Low,21,Low,2807.84,Medium,928,0
2652,37,Low,18,Low,1590.18,Medium,718,0
2653,42,Low,20,Low,1851.19,Medium,610,1
2654,236,High,50,Low,12002.62,High,1383,1
2655,149,High,27,Low,1619.62,Medium,1740,0
2656,151,High,21,Low,575.43,Low,1,1
2657,221,High,25,Low,1050.17,Medium,1283,1
2658,245,High,18,Low,1273.13,Medium,1352,1
2659,34,Low,45,Low,7216.15,Medium,2385,0
2660,32,Low,24,Low,3994.3,Medium,1396,0
2661,39,Low,57,Medium,9419.58,Medium,2373,0
2662,36,Low,20,Low,821.5,Low,1,0
2663,34,Low,34,Low,7724.57,Medium,2229,0
2664,51,Medium,30,Low,4784.56,Medium,1969,0
2665,42,Low,25,Low,3283.03,Medium,1720,0
2666,36,Low,17,Low,786.26,Low,61,0
2667,93,Medium,38,Low,5463.7,Medium,2087,0
2668,94,Medium,40,Low,9220.2,Medium,2113,0
2669,126,High,18,Low,4700.12,Medium,1364,1
2670,47,Low,47,Low,6864.34,Medium,2319,0
2671,66,Medium,19,Low,1526.25,Medium,830,0
2672,73,Medium,20,Low,1353.27,Medium,1716,1
2673,39,Low,12,Low,279.52,Low,1,0
2674,141,High,45,Low,13108.93,High,1834,0
2675,53,Medium,28,Low,2663.76,Medium,601,0
2676,37,Low,20,Low,324.26,Low,1,0
2677,60,Medium,31,Low,4513.89,Medium,2245,0
2678,60,Medium,21,Low,3140.41,Medium,2231,0
2679,33,Low,78,Medium,38935.45,High,2368,0
2680,57,Medium,36,Low,3304.86,Medium,2284,0
2681,37,Low,38,Low,6887.56,Medium,1165,0
2682,202,High,36,Low,4094.33,Medium,1417,0
2683,367,High,20,Low,1169.54,Medium,1,1
2684,36,Low,20,Low,828,Low,336,0
2685,148,High,19,Low,1110.36,Medium,694,0
2686,42,Low,80,Medium,85641.78,High,2321,0
2687,85,Medium,20,Low,1042.66,Medium,718,0
2688,49,Low,42,Low,5244.1,Medium,2303,0
2689,350,High,25,Low,952.29,Low,827,1
2690,52,Medium,19,Low,513.6,Low,1,1
2691,37,Low,23,Low,4437.14,Medium,1302,0
2692,87,Medium,37,Low,8657.52,Medium,2119,0
2693,64,Medium,43,Low,10680.64,High,2192,0
2694,264,High,36,Low,7338.99,Medium,961,1
2695,45,Low,43,Low,75061.34,High,1584,0
2696,440,High,20,Low,454.48,Low,1,1
2697,35,Low,55,Medium,8415.72,Medium,2370,0
2698,208,High,14,Low,175.21,Low,1,1
2699,185,High,24,Low,22535.16,High,1122,1
2700,174,High,32,Low,9423.74,Medium,1647,1
2701,49,Low,30,Low,1624.2,Medium,2244,0
2702,37,Low,32,Low,4749.78,Medium,894,0
2703,45,Low,30,Low,3705.13,Medium,2289,0
2704,51,Medium,13,Low,461.77,Low,1,0
2705,186,High,42,Low,8088.76,Medium,1635,1
2706,31,Low,79,Medium,27359.56,High,2421,0
2707,98,Medium,32,Low,2095.45,Medium,1644,1
2708,46,Low,27,Low,5384.043,Medium,930,1
2709,36,Low,18,Low,8013.82,Medium,528,0
2710,360,High,21,Low,727.88,Low,634,1
2711,57,Medium,31,Low,2823.42,Medium,2201,0
2712,137,High,33,Low,28295.85,High,1586,0
2713,168,High,27,Low,2476.89,Medium,1743,1
2714,40,Low,25,Low,2817.41,Medium,1284,0
2715,81,Medium,26,Low,1109.57,Medium,910,0
2716,53,Medium,30,Low,2259.47,Medium,2288,0
2717,40,Low,26,Low,1380.01,Medium,2383,0
2718,128,High,16,Low,343.88,Low,1,0
